chemName,GeneId,action,chemId
dasatinib,EPHB4,unknown,CHEMBL1421
dasatinib,FGR,unknown,CHEMBL1421
dasatinib,FRK,unknown,CHEMBL1421
dasatinib,HSPA8,unknown,CHEMBL1421
dasatinib,LYN,unknown,CHEMBL1421
dasatinib,ZAK,unknown,CHEMBL1421
dasatinib,MAPK14,unknown,CHEMBL1421
dasatinib,PPAT,unknown,CHEMBL1421
dasatinib,CYP3A4,unknown,CHEMBL1421
dasatinib,CYP1A1,unknown,CHEMBL1421
dasatinib,CYP1A2,unknown,CHEMBL1421
dasatinib,CYP1B1,unknown,CHEMBL1421
dasatinib,CYP3A5,unknown,CHEMBL1421
dasatinib,FMO3,unknown,CHEMBL1421
dasatinib,ABCB1,unknown,CHEMBL1421
dasatinib,ABCG2,unknown,CHEMBL1421
lisdexamfetamine,TAAR1,unknown,CHEMBL1201222
lisdexamfetamine,CYP2D6,unknown,CHEMBL1201222
lisdexamfetamine,SLC15A1,unknown,CHEMBL1201222
retapamulin,rplC,yes,CHEMBL1658
retapamulin,CYP3A4,unknown,CHEMBL1658
eculizumab,C5,yes,CHEMBL1201828
lapatinib,EGFR,yes,CHEMBL554
lapatinib,ERBB2,yes,CHEMBL554
lapatinib,CYP3A4,unknown,CHEMBL554
lapatinib,CYP3A5,unknown,CHEMBL554
lapatinib,CYP2C8,unknown,CHEMBL554
lapatinib,CYP2C19,unknown,CHEMBL554
lapatinib,ABCB1,unknown,CHEMBL554
lapatinib,TAP1,unknown,CHEMBL554
desonide,NR3C1,yes,CHEMBL1201109
desonide,CYP3A4,no,CHEMBL1201109
sitagliptin,DPP4,yes,CHEMBL1422
sitagliptin,CYP3A4,unknown,CHEMBL1422
sitagliptin,CYP2C8,unknown,CHEMBL1422
sitagliptin,ABCB1,unknown,CHEMBL1422
sitagliptin,SLC22A8,unknown,CHEMBL1422
decitabine,DNMT1,yes,CHEMBL1201129
decitabine,DNMT3A,unknown,CHEMBL1201129
decitabine,DNMT3B,unknown,CHEMBL1201129
decitabine,DCK,yes,CHEMBL1201129
decitabine,CMPK1,yes,CHEMBL1201129
decitabine,NME2,yes,CHEMBL1201129
decitabine,CDA,no,CHEMBL1201129
decitabine,SLC28A1,unknown,CHEMBL1201129
posaconazole,ERG11,yes,CHEMBL1397
posaconazole,CYP3A4,unknown,CHEMBL1397
posaconazole,ABCB1,unknown,CHEMBL1397
darunavir,pol,yes,CHEMBL1323
darunavir,CYP3A4,unknown,CHEMBL1323
darunavir,CYP2D6,unknown,CHEMBL1323
darunavir,ALB,unknown,CHEMBL1323
darunavir,ORM1,unknown,CHEMBL1323
darunavir,SLCO1B1,unknown,CHEMBL1323
darunavir,ABCB1,unknown,CHEMBL1323
telbivudine,P,yes,CHEMBL374731
paliperidone,HTR2A,yes,CHEMBL1621
paliperidone,DRD2,yes,CHEMBL1621
paliperidone,HRH1,unknown,CHEMBL1621
paliperidone,ADRA1A,unknown,CHEMBL1621
paliperidone,ADRA1B,unknown,CHEMBL1621
paliperidone,DRD4,yes,CHEMBL1621
paliperidone,HTR1D,unknown,CHEMBL1621
paliperidone,DRD3,yes,CHEMBL1621
paliperidone,HTR2C,yes,CHEMBL1621
paliperidone,ADRA2A,unknown,CHEMBL1621
paliperidone,ADRA2B,unknown,CHEMBL1621
paliperidone,ADRA2C,unknown,CHEMBL1621
paliperidone,HTR1A,unknown,CHEMBL1621
paliperidone,DRD1,unknown,CHEMBL1621
paliperidone,HTR7,unknown,CHEMBL1621
paliperidone,CYP3A4,unknown,CHEMBL1621
paliperidone,CYP2D6,unknown,CHEMBL1621
paliperidone,CYP3A5,unknown,CHEMBL1621
paliperidone,ABCB1,unknown,CHEMBL1621
sunitinib,PDGFRB,yes,CHEMBL535
sunitinib,FLT1,yes,CHEMBL535
sunitinib,KIT,yes,CHEMBL535
sunitinib,KDR,yes,CHEMBL535
sunitinib,FLT4,yes,CHEMBL535
sunitinib,FLT3,yes,CHEMBL535
sunitinib,CSF1R,yes,CHEMBL535
sunitinib,PDGFRA,yes,CHEMBL535
sunitinib,CYP3A5,unknown,CHEMBL535
sunitinib,CYP3A7,unknown,CHEMBL535
sunitinib,CYP3A4,no,CHEMBL535
sunitinib,ABCC4,unknown,CHEMBL535
sunitinib,ABCB1,unknown,CHEMBL535
sunitinib,ABCC2,unknown,CHEMBL535
sunitinib,ABCG2,unknown,CHEMBL535
panitumumab,EGFR,yes,CHEMBL1201827
ranibizumab,VEGFA,yes,CHEMBL1201825
idursulfase,PLIN3,no,CHEMBL1201826
alglucosidase alfa,M6PR,yes,CHEMBL1201824
varenicline,CHRNA4,yes,CHEMBL1396
varenicline,CHRNA7,unknown,CHEMBL1396
varenicline,CHRNA3,unknown,CHEMBL1396
varenicline,CHRNA6,unknown,CHEMBL1396
varenicline,CHRNB2,unknown,CHEMBL1396
varenicline,SLC22A2,unknown,CHEMBL1396
arformoterol,ADRB2,yes,CHEMBL1363
arformoterol,CYP2D6,unknown,CHEMBL1363
arformoterol,CYP2C19,unknown,CHEMBL1363
arformoterol,CYP2A6,unknown,CHEMBL1363
arformoterol,CYP2C9,unknown,CHEMBL1363
hydralazine,AOC3,yes,CHEMBL276832
hydralazine,P4HA1,unknown,CHEMBL276832
hydralazine,HIF1A,unknown,CHEMBL276832
hydralazine,CYP3A4,no,CHEMBL276832
hydralazine,ALB,unknown,CHEMBL276832
exenatide,GLP1R,yes,CHEMBL414357
exenatide,DPP4,unknown,CHEMBL414357
exenatide,ALB,unknown,CHEMBL414357
mecasermin,IGF1R,yes,CHEMBL1201716
mecasermin,IGFBP3,unknown,CHEMBL1201716
mecasermin,INSR,unknown,CHEMBL1201716
mecasermin,IGF2R,unknown,CHEMBL1201716
mecasermin,IGFBP3,unknown,CHEMBL1201716
mecasermin,IGFALS,unknown,CHEMBL1201716
mecasermin,IGFBP1,unknown,CHEMBL1201716
mecasermin,IGFBP2,unknown,CHEMBL1201716
mecasermin,IGFBP4,unknown,CHEMBL1201716
mecasermin,IGFBP5,unknown,CHEMBL1201716
mecasermin,IGFBP6,unknown,CHEMBL1201716
pramlintide,CALCR,yes,CHEMBL2103758
pramlintide,RAMP1,yes,CHEMBL2103758
pramlintide,RAMP2,yes,CHEMBL2103758
pramlintide,RAMP3,yes,CHEMBL2103758
galsulfase,PLIN3,yes,CHEMBL1201822
nelarabine,POLA1,unknown,CHEMBL1201112
nelarabine,ADA,unknown,CHEMBL1201112
nelarabine,DCK,unknown,CHEMBL1201112
nelarabine,DGUOK,unknown,CHEMBL1201112
abatacept,CD80,yes,CHEMBL1201823
abatacept,CD86,yes,CHEMBL1201823
carbetocin,OXTR,yes,CHEMBL3301668
lumiracoxib,PTGS2,yes,CHEMBL404108
lumiracoxib,PTGS1,yes,CHEMBL404108
lumiracoxib,CYP2C9,unknown,CHEMBL404108
lumiracoxib,CYP2C19,unknown,CHEMBL404108
lumiracoxib,UGT1A9,unknown,CHEMBL404108
lumiracoxib,CYP1A2,unknown,CHEMBL404108
corticotropin,MC2R,yes,CHEMBL1201610
corticotropin,CRH,unknown,CHEMBL1201610
corticotropin,HSD3B2,unknown,CHEMBL1201610
corticotropin,CYP27B1,unknown,CHEMBL1201610
corticotropin,CYP24A1,unknown,CHEMBL1201610
corticotropin,CYP3A4,no,CHEMBL1201610
fenoterol,ADRB2,yes,CHEMBL32800
fenoterol,ADRB1,unknown,CHEMBL32800
fenoterol,ADRB3,unknown,CHEMBL32800
glisoxepide,KCNJ8,yes,CHEMBL2106618
glisoxepide,CYP2C9,unknown,CHEMBL2106618
pirbuterol,ADRB2,yes,CHEMBL1094966
pirbuterol,ADRB1,unknown,CHEMBL1094966
bismuth subsalicylate,ALB,no,CHEMBL1120
bismuth subsalicylate,TF,unknown,CHEMBL1120
bevantolol,ADRB1,yes,CHEMBL314010
bevantolol,ADRB2,unknown,CHEMBL314010
bevantolol,ADRA1A,unknown,CHEMBL314010
bevantolol,CYP2D6,no,CHEMBL314010
glucosamine,IFNG,unknown,CHEMBL493287
glucosamine,RELA,unknown,CHEMBL493287
glucosamine,SLC2A2,unknown,CHEMBL493287
glucosamine,SLC2A1,unknown,CHEMBL493287
glucosamine,SLC2A4,unknown,CHEMBL493287
glucosamine,SLC2A3,unknown,CHEMBL493287
practolol,ADRB1,yes,CHEMBL6995
practolol,CYP2D6,no,CHEMBL6995
sulfacytine,folP,yes,CHEMBL1201056
rolitetracycline,rpsI,yes,CHEMBL1237046
oxtriphylline,PDE3A,yes,CHEMBL1200434
oxtriphylline,PDE4A,yes,CHEMBL1200434
oxtriphylline,ADORA2A,yes,CHEMBL1200434
oxtriphylline,ADORA1,yes,CHEMBL1200434
oxtriphylline,HDAC2,yes,CHEMBL1200434
oxtriphylline,CYP1A2,unknown,CHEMBL1200434
oxtriphylline,SLC22A7,unknown,CHEMBL1200434
insulin aspart,INSR,yes,CHEMBL1201496
insulin aspart,IGF1R,unknown,CHEMBL1201496
insulin aspart,CYP1A2,unknown,CHEMBL1201496
insulin detemir,INSR,yes,CHEMBL2104391
insulin detemir,IGF1R,unknown,CHEMBL2104391
insulin detemir,CYP1A2,unknown,CHEMBL2104391
insulin detemir,ALB,no,CHEMBL2104391
insulin glulisine,INSR,yes,CHEMBL1201613
insulin glulisine,IGF1R,unknown,CHEMBL1201613
insulin glulisine,CYP1A2,unknown,CHEMBL1201613
fosamprenavir,pol,yes,CHEMBL1664
fosamprenavir,CYP3A4,unknown,CHEMBL1664
fosphenytoin,SCN5A,yes,CHEMBL1201336
fosphenytoin,CYP2C9,unknown,CHEMBL1201336
fosphenytoin,CYP2C19,unknown,CHEMBL1201336
fosphenytoin,CYP3A4,unknown,CHEMBL1201336
fosphenytoin,CYP2B6,unknown,CHEMBL1201336
fosphenytoin,CYP1A2,unknown,CHEMBL1201336
fosphenytoin,UGT1A6,no,CHEMBL1201336
fosphenytoin,UGT1A9,no,CHEMBL1201336
fosphenytoin,ALB,no,CHEMBL1201336
fosphenytoin,SERPINA7,no,CHEMBL1201336
josamycin,rplD,yes,CHEMBL224436
st. john's wort,CYP3A4,unknown,CHEMBL2108102
st. john's wort,CYP2D6,no,CHEMBL2108102
st. john's wort,CYP2C19,no,CHEMBL2108102
st. john's wort,ABCB1,unknown,CHEMBL2108102
polythiazide,SLC12A3,yes,CHEMBL1587
polythiazide,ALB,unknown,CHEMBL1587
polythiazide,SLC22A6,unknown,CHEMBL1587
polythiazide,SLC22A8,unknown,CHEMBL1587
quinethazone,CA1,yes,CHEMBL1532
quinethazone,CA2,yes,CHEMBL1532
quinethazone,SLC12A1,yes,CHEMBL1532
quinethazone,SLC12A2,yes,CHEMBL1532
quinethazone,SLC12A3,yes,CHEMBL1532
cefamandole,pbpA,yes,CHEMBL1146
cefamandole,SLC22A6,unknown,CHEMBL1146
cefamandole,SLC22A8,unknown,CHEMBL1146
cefamandole,SLC22A11,unknown,CHEMBL1146
cefamandole,SLC22A7,unknown,CHEMBL1146
cefazolin,mrcA,yes,CHEMBL1435
cefazolin,mrcB,yes,CHEMBL1435
cefazolin,pbpC,yes,CHEMBL1435
cefazolin,mrdA,yes,CHEMBL1435
cefazolin,ftsI,yes,CHEMBL1435
cefazolin,PON1,unknown,CHEMBL1435
cefazolin,IL15,unknown,CHEMBL1435
cefazolin,IL2,unknown,CHEMBL1435
cefazolin,TPMT,unknown,CHEMBL1435
cefazolin,ALB,unknown,CHEMBL1435
cefazolin,ABCC4,unknown,CHEMBL1435
cefazolin,SLC22A6,unknown,CHEMBL1435
cefazolin,SLC22A8,unknown,CHEMBL1435
cefazolin,SLC22A11,unknown,CHEMBL1435
cefonicid,mrcA,yes,CHEMBL1601
cefonicid,ftsI,yes,CHEMBL1601
cefonicid,mrcB,yes,CHEMBL1601
cefonicid,dacB,yes,CHEMBL1601
cefonicid,mrdA,yes,CHEMBL1601
cefonicid,ALB,no,CHEMBL1601
cefoperazone,ftsI,yes,CHEMBL507674
cefoperazone,mrcB,yes,CHEMBL507674
cefoperazone,mrdA,yes,CHEMBL507674
cefoperazone,mrcA,yes,CHEMBL507674
cefoperazone,ponB,yes,CHEMBL507674
cefoperazone,dacC,yes,CHEMBL507674
cefoperazone,mrcA,yes,CHEMBL507674
cefoperazone,dacA,yes,CHEMBL507674
cefoperazone,dacB,yes,CHEMBL507674
cefoperazone,ALB,no,CHEMBL507674
cefoperazone,SLC22A6,unknown,CHEMBL507674
cefoperazone,SLC22A8,unknown,CHEMBL507674
cefoperazone,SLC22A11,unknown,CHEMBL507674
cefoperazone,SLC22A7,unknown,CHEMBL507674
cefotetan,pbp3,yes,CHEMBL474579
cefotetan,ALB,no,CHEMBL474579
cefoxitin,dacC,yes,CHEMBL996
cefoxitin,dacA,yes,CHEMBL996
cefoxitin,pbpG,yes,CHEMBL996
cefoxitin,dacB,yes,CHEMBL996
cefoxitin,mrcA,yes,CHEMBL996
cefoxitin,mrcB,yes,CHEMBL996
cefoxitin,ftsI,yes,CHEMBL996
cefoxitin,pbp3,yes,CHEMBL996
cefoxitin,pbp1b,yes,CHEMBL996
cefoxitin,pbp2a,yes,CHEMBL996
cefoxitin,pbpA,yes,CHEMBL996
cefoxitin,penA,yes,CHEMBL996
cefoxitin,penP,unknown,CHEMBL996
ceftizoxime,mrcA,yes,CHEMBL528
ceftizoxime,mrcB,yes,CHEMBL528
ceftizoxime,dacC,unknown,CHEMBL528
ceftizoxime,SLC15A1,unknown,CHEMBL528
ceftizoxime,SLC22A6,unknown,CHEMBL528
ceftizoxime,SLC22A8,unknown,CHEMBL528
metocurine,CHRNA2,yes,CHEMBL1259
metocurine,CHRM2,unknown,CHEMBL1259
pancuronium,CHRNA2,yes,CHEMBL185073
pancuronium,CHRM2,unknown,CHEMBL185073
pancuronium,CHRM3,unknown,CHEMBL185073
pancuronium,BCHE,unknown,CHEMBL185073
pancuronium,SLC22A1,unknown,CHEMBL185073
pancuronium,SLC22A2,unknown,CHEMBL185073
pipecuronium,CHRNA2,yes,CHEMBL1201206
pipecuronium,CHRM2,unknown,CHEMBL1201206
pipecuronium,CHRM3,unknown,CHEMBL1201206
pipecuronium,BCHE,unknown,CHEMBL1201206
vecuronium,CHRNA2,yes,CHEMBL1201219
vecuronium,ABCB1,unknown,CHEMBL1201219
cilazapril,ACE,yes,CHEMBL515606
cilazapril,ABCB1,unknown,CHEMBL515606
cilazapril,SLC15A1,unknown,CHEMBL515606
cilazapril,SLC15A2,unknown,CHEMBL515606
forasartan,AGTR1,yes,CHEMBL315021
saprisartan,AGTR1,yes,CHEMBL305544
spirapril,ACE,yes,CHEMBL431
spirapril,SLC15A1,unknown,CHEMBL431
spirapril,SLC15A2,unknown,CHEMBL431
tasosartan,AGTR1,yes,CHEMBL432162
tasosartan,AGTR2,unknown,CHEMBL432162
tasosartan,CYP3A4,unknown,CHEMBL432162
amobarbital,GABRA1,yes,CHEMBL267894
amobarbital,GABRA2,yes,CHEMBL267894
amobarbital,GABRA3,yes,CHEMBL267894
amobarbital,GABRA4,yes,CHEMBL267894
amobarbital,GABRA5,yes,CHEMBL267894
amobarbital,GABRA6,yes,CHEMBL267894
amobarbital,CHRNA4,unknown,CHEMBL267894
amobarbital,CHRNA7,unknown,CHEMBL267894
amobarbital,GRIA2,unknown,CHEMBL267894
amobarbital,GRIK2,unknown,CHEMBL267894
aprobarbital,GABRA1,yes,CHEMBL7863
aprobarbital,GABRA2,yes,CHEMBL7863
aprobarbital,GABRA3,yes,CHEMBL7863
aprobarbital,GABRA4,yes,CHEMBL7863
aprobarbital,GABRA5,yes,CHEMBL7863
aprobarbital,GABRA6,yes,CHEMBL7863
aprobarbital,CHRNA4,unknown,CHEMBL7863
aprobarbital,CHRNA7,unknown,CHEMBL7863
aprobarbital,GRIA2,unknown,CHEMBL7863
aprobarbital,GRIK2,unknown,CHEMBL7863
aprobarbital,CYP3A4,unknown,CHEMBL7863
heptabarbital,GABRA1,yes,CHEMBL468837
heptabarbital,GABRA2,yes,CHEMBL468837
heptabarbital,GABRA3,yes,CHEMBL468837
heptabarbital,GABRA4,yes,CHEMBL468837
heptabarbital,GABRA5,yes,CHEMBL468837
heptabarbital,GABRA6,yes,CHEMBL468837
heptabarbital,CHRNA4,unknown,CHEMBL468837
heptabarbital,CHRNA7,unknown,CHEMBL468837
heptabarbital,GRIA2,unknown,CHEMBL468837
heptabarbital,GRIK2,unknown,CHEMBL468837
hexobarbital,GABRA1,yes,CHEMBL7728
hexobarbital,GABRA2,yes,CHEMBL7728
hexobarbital,GABRA3,yes,CHEMBL7728
hexobarbital,GABRA4,yes,CHEMBL7728
hexobarbital,GABRA5,yes,CHEMBL7728
hexobarbital,GABRA6,yes,CHEMBL7728
hexobarbital,CHRNA4,unknown,CHEMBL7728
hexobarbital,CHRNA7,unknown,CHEMBL7728
hexobarbital,GRIA2,unknown,CHEMBL7728
hexobarbital,GRIK2,unknown,CHEMBL7728
hexobarbital,CYP2C19,unknown,CHEMBL7728
hexobarbital,CYP2C9,unknown,CHEMBL7728
hexobarbital,PTGS1,unknown,CHEMBL7728
mestranol,ESR1,yes,CHEMBL1201151
mestranol,CYP2C9,unknown,CHEMBL1201151
mestranol,CYP3A4,no,CHEMBL1201151
mestranol,CYP2C8,no,CHEMBL1201151
penbutolol,ADRB1,yes,CHEMBL1290
penbutolol,ADRB2,yes,CHEMBL1290
penbutolol,HTR1A,yes,CHEMBL1290
penbutolol,HTR1B,unknown,CHEMBL1290
penbutolol,CYP2D6,no,CHEMBL1290
penbutolol,ORM1,unknown,CHEMBL1290
ephedrine,SLC6A2,unknown,CHEMBL211456
ephedrine,ADRA1A,yes,CHEMBL211456
ephedrine,ADRB1,yes,CHEMBL211456
ephedrine,ADRB2,yes,CHEMBL211456
ephedrine,BCHE,unknown,CHEMBL211456
ephedrine,ACHE,unknown,CHEMBL211456
ephedrine,ALB,unknown,CHEMBL211456
ephedrine,SLC18A2,unknown,CHEMBL211456
mephentermine,ADRA2C,yes,CHEMBL1201234
mephentermine,ADRB3,unknown,CHEMBL1201234
procaterol,ADRB2,yes,CHEMBL160519
rasagiline,MAOB,yes,CHEMBL887
rasagiline,BCL2,yes,CHEMBL887
rasagiline,CYP1A2,unknown,CHEMBL887
quinupristin,rplJ,yes,CHEMBL1200649
quinupristin,rplV,yes,CHEMBL1200649
quinupristin,CYP3A4,unknown,CHEMBL1200649
calcium,CACNA1C,yes,CHEMBL2146121
calcium,ATP2C1,yes,CHEMBL2146121
calcium,TNNC2,yes,CHEMBL2146121
calcium,TNNC1,yes,CHEMBL2146121
calcium,SPTBN1,unknown,CHEMBL2146121
calcium,S100B,unknown,CHEMBL2146121
calcium,CAST,unknown,CHEMBL2146121
calcium,COMP,unknown,CHEMBL2146121
calcium,CALM1,unknown,CHEMBL2146121
calcium,AOC1,unknown,CHEMBL2146121
calcium,S100A13,unknown,CHEMBL2146121
calcium,ALPP,unknown,CHEMBL2146121
calcium,S100A8,unknown,CHEMBL2146121
calcium,S100A9,unknown,CHEMBL2146121
calcium,S100A2,unknown,CHEMBL2146121
calcium,CP,unknown,CHEMBL2146121
calcium,BMP4,unknown,CHEMBL2146121
calcium,MGP,unknown,CHEMBL2146121
calcium,PCDH19,unknown,CHEMBL2146121
calcium,PDCD6,unknown,CHEMBL2146121
cortisone acetate,NR3C1,yes,CHEMBL1650
cortisone acetate,ANXA1,unknown,CHEMBL1650
cortisone acetate,CYP3A4,unknown,CHEMBL1650
cortisone acetate,CYP3A5,unknown,CHEMBL1650
cortisone acetate,SERPINA6,unknown,CHEMBL1650
cortisone acetate,ALB,unknown,CHEMBL1650
cortisone acetate,SLCO1A2,unknown,CHEMBL1650
cortisone acetate,ABCB1,unknown,CHEMBL1650
cortisone acetate,SLC22A8,unknown,CHEMBL1650
glymidine,KCNJ1,yes,CHEMBL1697838
glymidine,ABCC8,unknown,CHEMBL1697838
paramethasone,NR3C1,yes,CHEMBL1579
paramethasone,CYP3A4,unknown,CHEMBL1579
paramethasone,CYP3A5,unknown,CHEMBL1579
paramethasone,SERPINA6,unknown,CHEMBL1579
mibefradil,CACNA1G,yes,CHEMBL45816
mibefradil,CACNA1H,yes,CHEMBL45816
mibefradil,CACNA1C,yes,CHEMBL45816
mibefradil,CACNA1D,yes,CHEMBL45816
mibefradil,CACNA1F,yes,CHEMBL45816
mibefradil,CACNA1I,yes,CHEMBL45816
mibefradil,CACNA1S,yes,CHEMBL45816
mibefradil,CACNB1,yes,CHEMBL45816
mibefradil,CACNB2,yes,CHEMBL45816
mibefradil,CACNB3,yes,CHEMBL45816
mibefradil,CACNB4,yes,CHEMBL45816
mibefradil,CYP3A4,unknown,CHEMBL45816
mibefradil,CYP1A2,unknown,CHEMBL45816
mibefradil,CYP2D6,unknown,CHEMBL45816
mibefradil,CYP3A5,unknown,CHEMBL45816
mibefradil,CYP3A7,unknown,CHEMBL45816
mibefradil,CYP11B1,unknown,CHEMBL45816
mibefradil,CYP11B2,unknown,CHEMBL45816
mibefradil,ABCB1,unknown,CHEMBL45816
sodium bicarbonate,SLC4A4,unknown,CHEMBL1353
sodium bicarbonate,SLC4A7,unknown,CHEMBL1353
sodium bicarbonate,SLC4A8,unknown,CHEMBL1353
sodium bicarbonate,SLC4A5,unknown,CHEMBL1353
sodium bicarbonate,SLC4A10,unknown,CHEMBL1353
yohimbine,ADRA2A,yes,CHEMBL15245
yohimbine,ADRA2B,yes,CHEMBL15245
yohimbine,ADRA2C,yes,CHEMBL15245
yohimbine,HTR1A,unknown,CHEMBL15245
yohimbine,HTR1B,unknown,CHEMBL15245
yohimbine,HTR1D,unknown,CHEMBL15245
yohimbine,DRD2,unknown,CHEMBL15245
yohimbine,DRD3,unknown,CHEMBL15245
yohimbine,HTR2A,unknown,CHEMBL15245
yohimbine,HTR2C,unknown,CHEMBL15245
yohimbine,KCNJ8,unknown,CHEMBL15245
yohimbine,HTR2B,unknown,CHEMBL15245
yohimbine,CYP2D6,unknown,CHEMBL15245
yohimbine,CYP3A4,unknown,CHEMBL15245
bezafibrate,PPARA,yes,CHEMBL264374
bezafibrate,PPARD,yes,CHEMBL264374
bezafibrate,PPARG,yes,CHEMBL264374
bezafibrate,NR1I2,unknown,CHEMBL264374
bezafibrate,RXRA,unknown,CHEMBL264374
bezafibrate,RXRB,unknown,CHEMBL264374
bezafibrate,RXRG,unknown,CHEMBL264374
bezafibrate,CYP1A1,unknown,CHEMBL264374
bezafibrate,CYP2C8,unknown,CHEMBL264374
bezafibrate,CYP3A4,unknown,CHEMBL264374
bezafibrate,SLCO1B1,unknown,CHEMBL264374
colchicine,TUBB,yes,CHEMBL107
colchicine,CYP3A4,unknown,CHEMBL107
colchicine,CYP2B6,unknown,CHEMBL107
colchicine,CYP2C8,unknown,CHEMBL107
colchicine,CYP2E1,unknown,CHEMBL107
colchicine,ALB,unknown,CHEMBL107
colchicine,ABCB1,unknown,CHEMBL107
drospirenone,PGR,yes,CHEMBL1509
drospirenone,NR3C2,yes,CHEMBL1509
drospirenone,AR,yes,CHEMBL1509
drospirenone,NR3C1,unknown,CHEMBL1509
drospirenone,PTGS2,unknown,CHEMBL1509
drospirenone,PON1,unknown,CHEMBL1509
drospirenone,CYP3A4,unknown,CHEMBL1509
digitoxin,ATP1A1,yes,CHEMBL254219
digitoxin,CYP3A4,unknown,CHEMBL254219
digitoxin,CYP11A1,unknown,CHEMBL254219
digitoxin,ALB,no,CHEMBL254219
digitoxin,SLCO1A2,unknown,CHEMBL254219
digitoxin,SLCO4C1,unknown,CHEMBL254219
digitoxin,ABCB1,unknown,CHEMBL254219
magnesium salicylate,PTGS2,yes,CHEMBL2106755
magnesium salicylate,PTGS1,yes,CHEMBL2106755
magnesium salicylate,ALB,no,CHEMBL2106755
salsalate,PTGS2,yes,CHEMBL154111
salsalate,PTGS1,yes,CHEMBL154111
neostigmine,ACHE,yes,CHEMBL278020
neostigmine,BCHE,unknown,CHEMBL278020
choline magnesium trisalicylate,PTGS1,unknown,CHEMBL4297727
choline magnesium trisalicylate,PTGS2,unknown,CHEMBL4297727
temafloxacin,gyrA,yes,CHEMBL277100
temafloxacin,parC,yes,CHEMBL277100
temafloxacin,CYP1A2,unknown,CHEMBL277100
danazol,ESR1,yes,CHEMBL1479
danazol,AR,yes,CHEMBL1479
danazol,PGR,yes,CHEMBL1479
danazol,GNRHR,yes,CHEMBL1479
danazol,GNRHR2,yes,CHEMBL1479
danazol,CCL2,unknown,CHEMBL1479
danazol,CYP19A1,unknown,CHEMBL1479
danazol,CYP3A4,unknown,CHEMBL1479
danazol,SHBG,no,CHEMBL1479
clenbuterol,ADRB2,yes,CHEMBL49080
clenbuterol,ADRB1,unknown,CHEMBL49080
clenbuterol,ADRB3,unknown,CHEMBL49080
clenbuterol,NGF,unknown,CHEMBL49080
clenbuterol,TNF,unknown,CHEMBL49080
clenbuterol,CYP1A1,unknown,CHEMBL49080
bambuterol,ADRB2,yes,CHEMBL521589
bambuterol,BCHE,unknown,CHEMBL521589
tiotropium,CHRM3,yes,CHEMBL1900528
tiotropium,CHRM1,unknown,CHEMBL1900528
tiotropium,CHRM2,unknown,CHEMBL1900528
tiotropium,CHRM4,unknown,CHEMBL1900528
tiotropium,CHRM5,unknown,CHEMBL1900528
tiotropium,CYP2D6,no,CHEMBL1900528
tiotropium,CYP3A4,unknown,CHEMBL1900528
tiotropium,SLC22A5,unknown,CHEMBL1900528
tiotropium,SLC22A4,unknown,CHEMBL1900528
ciclesonide,NR3C1,yes,CHEMBL2040682
ciclesonide,CYP3A4,no,CHEMBL2040682
ciclesonide,CYP2D6,unknown,CHEMBL2040682
ciclesonide,CES1,unknown,CHEMBL2040682
ciclesonide,SERPINA6,no,CHEMBL2040682
pranlukast,CYSLTR1,yes,CHEMBL21333
pranlukast,TNF,unknown,CHEMBL21333
pranlukast,IL5,unknown,CHEMBL21333
pranlukast,RNASE3,unknown,CHEMBL21333
pranlukast,NFKB1,unknown,CHEMBL21333
pranlukast,MUC2,unknown,CHEMBL21333
pranlukast,CYP3A4,no,CHEMBL21333
pranlukast,CYP2C9,no,CHEMBL21333
pranlukast,ABCC2,unknown,CHEMBL21333
theobromine,ADORA1,yes,CHEMBL1114
theobromine,ADORA2A,yes,CHEMBL1114
theobromine,PDE4B,unknown,CHEMBL1114
theobromine,CYP1A2,unknown,CHEMBL1114
theobromine,CYP2E1,unknown,CHEMBL1114
cefepime,mrdA,yes,CHEMBL186
cefepime,ftsI,yes,CHEMBL186
cefepime,pbpB,yes,CHEMBL186
cefepime,pbpA,yes,CHEMBL186
cefepime,SLC22A5,unknown,CHEMBL186
cefepime,SLC15A1,unknown,CHEMBL186
cefepime,SLC15A2,unknown,CHEMBL186
ceftibuten,ftsI,yes,CHEMBL1605
ceftibuten,mrcA,yes,CHEMBL1605
ceftibuten,mrcB,yes,CHEMBL1605
ceftibuten,mrdA,yes,CHEMBL1605
ceftibuten,SLC15A1,unknown,CHEMBL1605
ceftibuten,SLC15A2,unknown,CHEMBL1605
ceftibuten,SLC22A6,unknown,CHEMBL1605
ceftibuten,SLC22A8,unknown,CHEMBL1605
cefpodoxime,ftsI,yes,CHEMBL1672
acenocoumarol,VKORC1,yes,CHEMBL397420
acenocoumarol,CYP2C9,unknown,CHEMBL397420
acenocoumarol,CYP1A2,unknown,CHEMBL397420
acenocoumarol,CYP2C19,unknown,CHEMBL397420
acenocoumarol,CYP3A4,unknown,CHEMBL397420
acenocoumarol,ALB,no,CHEMBL397420
acenocoumarol,ORM1,no,CHEMBL397420
acenocoumarol,ABCB1,unknown,CHEMBL397420
antrafenine,PTGS1,unknown,CHEMBL345524
antrafenine,PTGS2,unknown,CHEMBL345524
testosterone propionate,AR,yes,CHEMBL1170
testosterone propionate,COMT,unknown,CHEMBL1170
